FIPS,COUNTYNAME,N1,A00100,A00200,A00900,A01000,A01700,A02300,A02500,A26270,A19300,A19700,A10300,A59660,N59660,A11070
13255,Spalding County,31740,1489087,1009204,11357,54397,177256,67736,73917,56584,12358,27573,138485,24440,8850,10878
13257,Stephens County,11910,591507,393649,14641,20417,51747,21865,27239,30966,3678,8001,59762,6971,2850,3631
13259,Stewart County,1690,62413,45810,-1671,2970,7663,2517,2816,-22,172,663,5025,1494,550,600
13261,Sumter County,12610,499183,371112,3844,21549,53302,19795,24952,19302,3124,11440,47245,11306,4030,4745
13263,Talbot County,2770,107184,77994,-701,3106,14955,4914,5145,1803,734,2545,8863,1920,750,785
13265,Taliaferro County,710,28412,18018,-288,510,3385,934,1384,-26,0,265,2361,537,220,201
13267,Tattnall County,9160,396788,272027,8467,7309,47633,9129,14059,37589,1845,5549,38336,7332,2530,3647
13269,Taylor County,3560,155788,108514,1124,3218,17341,4345,6020,7277,769,2499,13510,2862,1050,1260
13271,Telfair County,4600,148580,109105,4293,3493,19285,5522,7297,4703,550,1892,12326,4093,1450,1768
13273,Terrell County,3990,172290,114333,276,9753,18395,5534,7900,5565,839,2303,20394,3754,1350,1496
13275,Thomas County,20410,1147817,771058,24891,73593,99694,26912,45669,66077,11643,25773,131313,14015,5290,6468
13277,Tift County,18420,910628,641524,16787,31104,85601,29170,34793,68194,6666,26969,94946,14624,5350,6875
13279,Toombs County,11880,546989,408863,3814,19334,52330,20469,22452,19101,3588,7642,50711,9936,3530,4676
13281,Towns County,6170,368289,176859,10234,22094,66707,9140,31441,21854,3580,5394,43041,1737,870,840
13283,Treutlen County,2580,111402,84426,597,1855,12871,4242,4146,3226,534,1296,9022,2223,790,953
13285,Troup County,32190,1625251,1174238,1442,58098,132745,85861,59373,63942,13422,33393,161627,24867,9110,11230
13287,Turner County,3740,135359,110075,-2553,1562,14427,5920,4654,3532,551,1365,10521,4028,1390,1590
13289,Twiggs County,3740,145435,109119,-916,1092,20665,5448,7021,1221,757,2333,10626,2674,1050,1125
13291,Union County,12270,727692,386190,22369,32307,126229,17910,55946,42596,6795,8747,78585,4310,1860,2312
13293,Upson County,12200,598460,395704,8793,66715,58665,23066,23385,20113,2966,6003,57835,8308,3250,3903
13295,Walker County,29130,1382826,1034449,44433,33630,113512,48339,55234,46648,7570,16958,122213,15433,6540,8462
13297,Walton County,46750,2933574,2067806,62139,150664,228346,87473,101032,169626,41846,55931,308679,22142,8780,11669
13299,Ware County,15150,617263,438228,14547,19390,74443,21793,29158,30756,2586,7938,56101,12219,4490,5888
13301,Warren County,2490,93353,71557,-5057,1535,10478,4517,4293,2035,434,1061,6986,2181,820,832
13303,Washington County,8820,393965,271152,-48,23286,46603,10757,17648,15936,2794,8918,36070,7348,2670,3111
13305,Wayne County,12640,586216,422784,7462,16214,69195,17114,25974,24473,3473,7981,51754,8563,3210,4316
13307,Webster County,1010,34881,31180,-704,1212,4656,958,1643,1441,0,0,2787,800,290,326
13309,Wheeler County,2270,67351,53064,2376,1992,10266,2104,3278,-68,337,730,5132,1880,630,848
13311,White County,13360,764697,458648,25041,53065,84821,25414,39624,52929,5613,8464,83165,5648,2490,2993
13313,Whitfield County,46950,2461770,1701831,58367,127564,150180,117142,75325,187167,12594,59433,262130,27075,11100,17067
13315,Wilcox County,3120,105194,82836,1558,2140,18676,3494,4889,434,411,1270,8143,2442,870,1098
13317,Wilkes County,4470,195603,134694,2346,8237,23771,5580,9380,8857,1201,2830,17425,3197,1210,1357
13319,Wilkinson County,4260,171460,123558,392,2335,26347,5313,9921,457,895,2391,12543,3095,1160,1365
13321,Worth County,8810,391583,284811,-1413,10237,44062,12080,16817,18694,2341,6064,33469,6597,2480,2967
15001,Hawaii County,96680,5524113,3271541,246864,472196,616682,469509,276032,141136,100943,42067,643415,35617,16530,20687
15003,Honolulu County,489170,36586276,23716292,1010921,2115248,3485565,1973065,1408841,921874,912970,383403,4634479,114850,57700,74570
15007,Kauai County,37040,2439588,1392880,88398,237611,217449,275554,107566,111050,51552,28835,300877,9250,5010,5840
15009,Maui County,84620,5439939,3167348,206188,503757,439642,711942,208424,242514,134720,77498,665809,21490,11610,13376
16001,Ada County,246140,22297913,13407017,610513,2838706,1371091,347473,645714,2391823,290388,447065,3213295,53524,26920,37048
16003,Adams County,2050,115730,60247,4653,12306,19426,3062,6926,8550,966,526,13790,720,320,431
16005,Bannock County,39240,2135894,1533404,46364,81279,198618,40987,89370,121974,16623,36862,198318,15101,6860,10431
16007,Bear Lake County,2810,150034,105900,4487,5817,18620,1893,7254,8954,1112,2286,12396,1003,430,884
16009,Benewah County,4710,226258,147656,7771,11132,24461,7888,11786,8382,1089,1158,18979,1806,830,1231
16011,Bingham County,21250,1115634,835873,18120,55983,86327,14645,41896,101663,9099,24854,105115,9199,3890,7855
16013,Blaine County,13630,2433380,738509,78966,814806,49577,24468,48050,449293,26564,87492,497943,2048,1170,1638
16015,Boise County,3940,268612,156055,9056,16491,35522,6050,13965,19637,3418,2980,31719,1005,540,621
16017,Bonner County,23320,1580195,862545,59947,167762,173726,40461,79453,112239,21493,20174,187295,6772,3230,4606
16019,Bonneville County,55610,4271681,2579475,80696,220662,261709,47291,124316,701528,34877,89171,454005,21899,9270,17920
16021,Boundary County,6150,335291,194378,13897,22074,38133,7837,15415,25739,2685,3725,32761,2377,990,1705
16023,Butte County,1170,58127,40554,830,3537,7411,582,3233,2013,198,569,5352,405,190,248
16025,Camas County,530,31168,19690,1156,1641,2868,426,1527,1856,0,0,3224,146,80,107
16027,Canyon County,108590,6099270,4253939,193233,333833,446372,141411,195241,451242,61121,83714,571759,44249,19260,35034
16029,Caribou County,3040,167782,131625,1887,9784,16011,2420,7933,5107,1061,2574,14664,953,410,859
16031,Cassia County,10770,600627,398962,14089,69854,37017,8295,19942,66344,3579,19827,59821,4517,2020,4244
16033,Clark County,320,12289,9736,16,116,1278,0,439,280,0,0,640,157,60,127
16035,Clearwater County,3980,202215,123715,6316,11311,30292,4995,12723,6121,931,770,19079,1177,600,684
16037,Custer County,2190,108155,67393,2689,9899,15923,1709,6499,3138,683,861,11011,739,340,428
16039,Elmore County,12900,611045,444362,12976,32414,79864,11166,21635,16556,3386,3302,51026,5781,2470,4077
16041,Franklin County,6210,338671,252675,5932,19156,26570,3641,12605,30473,3076,8188,27532,2271,950,2451
16043,Fremont County,6250,309316,214012,5888,14592,28539,4900,13698,30900,2601,5461,27444,2367,1000,2277
16045,Gem County,9140,505932,325708,15223,31411,59218,10696,22246,24942,5704,5390,49360,3381,1500,2363
16047,Gooding County,6900,276243,236535,8221,42196,26733,4739,13749,16250,1090,2933,28333,2750,1190,2517
16049,Idaho County,7420,393758,218837,14775,31663,49900,8341,21902,35431,2225,3089,40374,2355,1130,1643
16051,Jefferson County,13000,821750,590833,15239,41014,52741,8968,24142,93734,9337,25049,74750,4734,2040,5204
16053,Jerome County,10570,527829,395464,11322,45719,30176,8758,16051,45469,2355,4965,49405,4714,1950,4179
16055,Kootenai County,87610,6260895,3780794,205515,546385,538525,150044,247409,584920,88190,81206,764988,23463,11220,16636
16057,Latah County,17320,1103410,705669,39595,84917,94696,18843,48130,68032,8194,16612,116543,3786,1970,3026
16059,Lemhi County,4090,195862,108357,7106,16547,31367,4130,12699,8449,1218,1526,18286,1372,660,813
16061,Lewis County,1910,91863,58369,2027,4283,12412,1977,5204,2841,262,195,8061,763,360,506
16063,Lincoln County,2220,103132,78650,2616,5262,6519,2795,3204,993,271,473,7427,976,430,854
16065,Madison County,16270,760895,547396,15767,53321,43320,8517,21736,72738,8545,29376,62647,6303,2960,5550
16067,Minidoka County,9980,489781,368405,7741,24568,31358,7837,16982,30535,1916,6454,41211,4301,1830,3440
16069,Nez Perce County,19870,1173110,786930,34538,40874,111214,21656,57849,76832,7194,8599,116268,5534,2670,3621
16071,Oneida County,2050,95385,75212,1609,6190,12809,1442,4475,2492,838,2048,7547,748,310,683
16073,Owyhee County,5520,254817,183411,9485,29345,19902,6310,9503,16395,1634,1907,25264,2590,1080,2041
16075,Payette County,11670,673689,442352,18528,56670,52650,12567,25559,62792,4637,7938,70252,4758,2060,3599
16077,Power County,3590,172258,125281,-931,10006,12706,2207,7674,12281,791,2658,15088,1542,680,1443
16079,Shoshone County,6190,288655,209053,3919,9888,30757,10445,13307,5777,1153,817,24847,2450,1130,1417
16081,Teton County,6100,447825,274877,18668,53513,20846,9789,11955,45760,5494,8966,55270,1313,690,1149
16083,Twin Falls County,41430,2234641,1612995,52853,174976,166877,45324,83787,193720,19860,35722,239804,16677,7250,12052
16085,Valley County,6120,522296,248019,22530,64338,52085,9643,24211,67342,6275,8406,71034,1256,680,804
16087,Washington County,4880,237844,149573,5328,19817,31502,4700,12300,11618,1532,2074,22085,2083,900,1387
17001,Adams County,32150,2086076,1328452,56198,92690,161746,40217,79479,172802,5476,17786,239718,10681,4790,6274
17003,Alexander County,2360,93382,62824,1124,791,16471,3283,4996,178,0,317,7014,1618,640,712
17005,Bond County,7340,401505,262920,8788,13327,52839,12137,18723,10707,1046,3437,38577,2253,1020,1248
17007,Boone County,26660,1783162,1275488,39062,56611,145324,70210,61854,93627,10791,14769,207809,7873,3450,5611
17009,Brown County,3160,125647,84925,3426,3441,18281,2415,5664,1520,330,475,11027,590,300,384
17011,Bureau County,17070,950318,632741,23912,29249,107615,27549,45738,34621,1549,6941,97023,5168,2390,2898
17013,Calhoun County,2150,121246,83071,2403,2461,17483,3722,7152,2251,184,105,11064,520,270,270
17015,Carroll County,7850,442341,268316,9162,17571,58113,12570,23192,15659,1132,1658,46890,2101,990,1221
17017,Cass County,6330,338237,237243,3056,11052,35353,7733,14188,11038,281,1288,30544,2567,1130,1614
17019,Champaign County,88510,6201674,4077772,152947,303565,704092,116945,178902,253260,28776,72045,774286,31820,13780,17866
17021,Christian County,15690,860176,555995,19565,20195,111428,23943,41998,29528,1255,3000,82744,5207,2400,2771
17023,Clark County,7440,413653,271386,8255,8602,46466,13313,19766,18415,566,2378,40325,2437,1100,1465
17025,Clay County,6340,317061,206814,7063,12255,38745,15182,13708,5649,441,1464,27960,2363,1110,1412
17027,Clinton County,18000,1280669,851106,27959,33503,135387,27876,47835,51785,3350,4539,144648,3915,1860,2519
17029,Coles County,21680,1188898,770771,29102,28236,163291,33696,47216,37718,2407,9178,126905,8013,3740,4276
17031,Cook County,2586650,215463192,143852321,5166916,25715193,11969329,6754445,4415607,8941145,2479201,3653526,34657364,974025,415270,528267
17033,Crawford County,8930,499569,325639,11529,10500,54506,12601,23265,10578,1147,2328,49279,2731,1270,1520
17035,Cumberland County,4990,282603,190208,5799,6008,32891,7874,12480,8688,368,787,25672,1367,620,845
17037,DeKalb County,48080,2945939,2091347,55332,90591,326027,93307,103779,73812,16909,20686,301205,14971,6700,9003
17039,De Witt County,7720,475136,316924,8788,8349,50051,9637,21443,22521,1268,2974,49713,2285,1040,1269
17041,Douglas County,10160,586173,379313,34247,11405,51931,11488,22792,31217,807,3470,56595,2716,1280,2132
17043,DuPage County,474000,50633052,34084621,1182788,4576771,2731191,1001105,1324433,3687830,641481,692190,8378538,82962,41330,54755
17045,Edgar County,8100,430641,279434,7392,12852,52040,12263,21285,9844,622,2640,43207,2984,1350,1658
17047,Edwards County,2890,149884,100428,3696,2353,17111,4223,7261,2693,190,474,12067,934,420,603
17049,Effingham County,17650,1210490,759751,33472,130914,97482,32125,43441,61143,3716,12242,145079,4496,2150,2904
17051,Fayette County,9460,475302,315269,8371,12440,62683,16610,21149,16218,819,2641,42681,3699,1640,2151
17053,Ford County,6610,381524,251518,7869,6997,37885,8897,16484,21288,644,1634,38415,2197,990,1305
17055,Franklin County,17160,829381,563553,15835,13445,114462,39910,35715,19577,1255,3492,73340,7912,3410,3867
17057,Fulton County,16060,815778,540831,14887,20944,117860,27888,41022,17735,1534,2780,75275,5405,2350,2873
17059,Gallatin County,2220,120554,73027,1488,3998,13700,4095,6223,4170,0,386,11349,949,400,499
17061,Greene County,5770,292715,201384,4863,7311,30974,7830,12122,6323,208,546,25940,2196,970,1167
17063,Grundy County,26830,1950226,1368630,29264,67774,193107,54317,69307,90906,13450,10759,223064,6370,2930,3708
17065,Hamilton County,3740,199469,126892,7009,5421,24598,7893,8992,8755,143,824,19432,1309,590,744
17067,Hancock County,8640,476948,307500,9916,15101,47653,11899,23829,18107,723,2710,45961,2629,1200,1718
17069,Hardin County,1590,71064,48229,367,1501,13144,2922,3977,614,0,0,6111,855,320,365
17071,Henderson County,3160,157702,103868,2530,3099,18872,5616,8298,3360,179,325,14195,850,420,524
17073,Henry County,24360,1531848,1018604,28333,47929,178659,41467,69169,61232,3550,8404,163117,6991,3090,4089
17075,Iroquois County,13500,745713,485576,16740,23328,71522,17172,37049,24497,1333,3493,72352,4761,2090,2687
17077,Jackson County,22960,1223392,759885,43352,41376,218758,38052,48889,36108,3515,12651,133078,10513,4510,5147
17079,Jasper County,4660,266949,172278,6199,8349,25905,6093,12658,11829,344,886,25403,1259,600,821
17081,Jefferson County,17580,898105,606105,21791,21052,107278,41627,39932,40693,2179,6760,88506,7314,3130,3858
17083,Jersey County,10520,633663,437228,12340,16762,73999,17273,29334,19159,1586,2547,61366,2709,1300,1416
17085,Jo Daviess County,12200,750840,439569,14042,61043,99356,22467,42212,47096,3442,5089,86042,2574,1270,1507
17087,Johnson County,6000,282309,183640,5031,5091,61198,8540,13981,2602,870,1355,24964,1775,760,981
17089,Kane County,260960,20445590,14494382,405338,1009615,1428574,556647,609717,1232265,224874,219664,2686105,72338,31470,50735
17091,Kankakee County,52050,3142396,2167410,38997,90957,312760,97370,120353,114794,14415,26653,324698,21280,8760,11704
17093,Kendall County,64860,4952427,3915460,87503,101309,325694,151551,121361,166957,57248,39040,557349,15305,6850,10005
17095,Knox County,23910,1213176,799487,24032,28704,165874,36426,59380,22060,2473,5109,117076,9516,4080,4743
17097,Lake County,351330,40537238,25884952,1008869,4972060,1994235,696418,943404,3147734,466463,619052,7206745,84130,37910,57015
17099,LaSalle County,56240,3237819,2257902,68741,91650,386050,119284,145411,64908,10954,13127,343713,17106,7870,9052
17101,Lawrence County,7070,320584,217519,6006,9322,33144,9978,15303,5283,256,821,28484,2554,1110,1359
17103,Lee County,17510,995072,655894,19897,25110,125338,26351,46330,32109,2364,5372,105715,4915,2320,2800
17105,Livingston County,17850,1071461,650976,20841,23805,125957,22731,53393,56690,2399,5124,113299,5447,2400,3319
17107,Logan County,13380,727762,463021,14208,15441,103153,17066,38911,21444,1330,3556,71512,4261,1950,2497
17109,McDonough County,11950,648298,395269,12263,17433,111179,16321,26934,20996,1280,4752,67380,4020,1890,2173
17111,McHenry County,160770,12682587,9190521,262825,576136,937111,351279,404482,565855,127723,122866,1600345,29115,14750,20553
17113,McLean County,79020,6080532,4226285,130485,263695,643617,107675,213922,210962,30742,68061,775072,21070,9670,12198
17115,Macon County,49390,2943999,1952312,56223,121033,324841,89084,135610,107763,8033,23799,326883,22787,9130,11636
17117,Macoupin County,21740,1215640,832621,20838,26350,154223,33334,60643,27734,2351,3465,113443,7135,3230,3846
17119,Madison County,130470,8637033,6031163,179677,296041,923559,207419,336470,342723,40044,64512,992756,41810,18830,22286
17121,Marion County,18470,923198,603213,20340,23653,118393,38709,40822,27327,1653,4702,86464,7803,3460,4323
17123,Marshall County,5890,337798,217982,6247,9109,45749,7808,18509,7580,582,915,33597,1773,810,989
17125,Mason County,6400,341500,214343,6304,8960,47321,10354,17990,7321,250,1250,33652,2208,1000,1132
17127,Massac County,6380,312449,211931,4970,5000,45325,13092,15920,5263,536,1571,27746,3187,1290,1582
17129,Menard County,6100,420606,274201,8724,7991,67012,8735,21617,7804,1346,2304,43058,1652,760,951
17131,Mercer County,7770,468252,311612,9549,10460,56979,13322,21882,10625,1097,1902,44324,1999,930,1210
17133,Monroe County,17600,1477803,1039207,29025,45607,138231,22580,58704,66867,8767,10722,179594,2154,1170,1478
17135,Montgomery County,13430,718691,454178,14595,15117,102293,23108,37049,21546,1217,2550,69096,4427,1980,2484
17137,Morgan County,15950,881447,563226,20987,23086,119212,21366,45411,31567,1844,4347,90928,5884,2560,3077
17139,Moultrie County,6700,418286,260884,13904,7998,37958,7669,16333,47022,605,4077,44377,1927,870,1420
17141,Ogle County,25740,1614847,1126114,26457,43825,184828,47129,67313,48442,5829,10030,165318,6968,3230,4283
17143,Peoria County,88010,6057603,4028778,118191,313649,639384,169639,238145,264190,25603,65774,770679,38843,15600,19509
17145,Perry County,9690,459898,317489,8196,8568,63713,17929,22549,5102,759,1982,39472,3047,1350,1627
17147,Piatt County,8380,609306,393588,14367,20873,68476,9792,25061,29581,2267,4477,70076,1843,860,1169
17149,Pike County,6950,375887,246077,9170,15022,43861,8287,17185,17905,608,1393,39204,2745,1160,1682
17151,Pope County,1680,82032,49877,1125,1765,20551,2905,4961,413,0,0,7213,626,270,308
17153,Pulaski County,2350,102385,69539,1989,926,16914,3592,5394,503,0,435,8059,1354,520,670
17155,Putnam County,3000,192831,121943,5132,6204,24168,5434,10072,5307,316,325,20439,590,300,357
17157,Randolph County,14640,760545,501315,12715,15073,115767,21443,40090,12586,1281,3246,70372,4564,1940,2505
17159,Richland County,7610,400744,266333,11173,14119,41107,10580,17447,13961,616,2040,37306,2642,1260,1568
17161,Rock Island County,71250,4015814,2680076,69462,118917,555363,133921,185023,84339,11098,27838,409846,28838,12130,16190
17163,St. Clair County,125300,7748124,5411226,132229,237501,937481,207403,285150,267884,42519,66092,860986,58241,23580,29500
17165,Saline County,10320,529996,341767,11677,11832,75059,21064,23490,19147,1008,3903,55020,5109,2060,2507
17167,Sangamon County,101240,7176845,4431632,156631,218959,1062202,157328,326279,483576,29081,66758,890388,35250,15340,17436
17169,Schuyler County,3510,169892,111493,3129,4095,25906,4396,8726,3674,208,326,15656,984,470,527
17171,Scott County,2430,138093,88782,2891,1843,16987,3630,6348,2911,151,197,13229,813,350,420
17173,Shelby County,10330,592717,387033,13156,18670,68845,16105,28545,19813,817,2736,54814,2975,1370,1768
17175,Stark County,2710,158276,92556,3823,6067,15048,3543,7619,8380,0,1015,17193,916,390,533
17177,Stephenson County,22430,1192765,782808,24426,35766,136398,31949,61640,52588,2400,6665,118031,8780,3710,4873
17179,Tazewell County,65050,4436569,2940304,80892,149754,524175,115343,198508,200444,16261,49869,499761,17658,8300,10362
17181,Union County,7810,411417,267640,8887,10095,73346,12562,19235,11131,1311,1649,38609,2923,1350,1545
17183,Vermilion County,34710,1641020,1117702,38685,29192,209772,54729,77052,35269,2549,8363,149852,18646,7310,9413
17185,Wabash County,5160,291336,187596,5673,6280,32800,9555,14406,10860,375,1222,28314,1682,830,1039
17187,Warren County,7950,419643,276874,10364,13684,48632,9018,19611,9841,672,2002,39697,2810,1290,1729
17189,Washington County,6990,477192,293006,10280,12052,47430,12807,21444,37880,1017,1907,54280,1712,790,1025
17191,Wayne County,7540,377600,243682,14301,9127,41598,14232,17059,7135,784,2507,32495,2694,1210,1516
17193,White County,6320,348579,218240,5875,14582,38911,9976,15834,6937,515,2990,32837,2461,1040,1299
17195,Whiteside County,28050,1541821,1034904,27070,49763,191264,49332,74127,34871,2655,7584,149127,9274,4220,5143
17197,Will County,350890,27877673,20580809,508576,1099556,2167295,806483,793547,1258792,320754,233287,3554568,88515,39470,53195
17199,Williamson County,31870,1804486,1225771,44685,47939,246472,64462,69212,56904,6068,11657,186343,12706,5520,6666
17201,Winnebago County,141270,7688554,5469524,157777,216442,726790,344763,309925,236217,26950,60395,781753,66249,26670,34741
17203,Woodford County,18370,1523023,956038,34935,59828,153013,24041,64987,116592,6575,26332,187697,3651,1720,2798
18001,Adams County,15950,908726,560428,67074,25977,50480,19844,34124,103225,1845,13697,90720,4160,1950,3441
18003,Allen County,193160,12255547,8434926,305833,420250,669829,300027,408883,1319755,58555,139767,1489930,75953,32020,46959
18005,Bartholomew County,41330,2834316,2028700,55036,125433,161761,64363,98094,175870,14370,31620,333642,11954,5500,7704
18007,Benton County,4350,216556,155784,4873,4297,13258,4205,9704,8538,320,1095,19542,1578,740,990
18009,Blackford County,5940,264813,192635,4298,3825,24891,7856,12500,6342,218,830,21281,2388,1060,1323
18011,Boone County,35060,4143927,2809675,104178,366819,154097,31850,96872,448135,46667,73997,695477,5632,2860,3924
18013,Brown County,8160,492722,325646,18754,21520,48886,12446,26662,18148,3151,5147,54795,2132,1060,1163
18015,Carroll County,10260,574243,403690,13029,13097,45153,13383,26251,32467,1616,3155,53336,2959,1390,2065
18017,Cass County,18620,887216,651641,16067,18612,69765,25261,38463,29784,1793,4454,75432,7482,3300,5141
18019,Clark County,62490,3583251,2649005,74888,90902,252700,104958,128552,167501,17780,29981,362733,20338,9530,12001
18021,Clay County,12630,648016,456172,11941,23677,63985,15799,28921,24974,1549,2843,57766,4991,2190,2808
18023,Clinton County,16170,812168,597904,13344,20187,61981,19839,34634,30124,1535,3640,69880,5827,2620,4392
18025,Crawford County,4990,216106,159956,4844,3040,24025,8068,9712,4122,537,646,16274,1997,900,1173
18027,Daviess County,15390,862551,556356,46599,29452,56544,9565,25795,123327,1376,6533,84842,5289,2340,4555
18029,Dearborn County,26150,1672181,1227711,36071,56951,130767,39259,67487,54019,7413,9877,173218,6382,3070,3778
18031,Decatur County,13460,733558,535415,15195,20937,51128,24763,27072,33526,2311,4596,69315,4211,2010,2533
18033,DeKalb County,21840,1244445,889985,25434,38001,79020,33886,44889,68857,4441,9798,121049,7014,3120,4546
18035,Delaware County,50490,2550311,1771074,52574,102859,220441,73250,117078,114619,7692,21412,251303,20338,9010,10744
18037,Dubois County,23030,1581009,1038040,31688,83872,73630,20176,55416,168555,4575,18373,196120,5381,2540,3902
18039,Elkhart County,100320,6025590,4297602,163906,333756,204967,173350,176305,463241,24807,75238,667411,36873,15860,27241
18041,Fayette County,11030,476873,345816,11869,11600,41675,17593,22205,10574,649,1821,39008,4658,2130,2575
18043,Floyd County,40310,2974885,1964392,65406,139055,196184,63984,102777,191861,17019,30800,376455,10961,5180,6088
18045,Fountain County,8240,419081,300231,10400,10769,35419,10706,17915,13610,839,2661,36796,2728,1230,1635
18047,Franklin County,11270,710433,511912,16573,22462,45967,13185,25756,41054,2137,4536,74716,3040,1370,2049
18049,Fulton County,9920,521053,348247,14724,13790,37350,13454,23568,41417,1577,2347,50450,4078,1700,2396
18051,Gibson County,16680,924226,678099,16424,28351,69585,25486,39845,23919,1754,3799,83299,4727,2270,2909
18053,Grant County,30600,1380884,986058,27195,32846,131637,39935,66887,45418,3475,11069,118330,14595,6200,7968
18055,Greene County,15260,777957,563626,17027,14840,99867,15752,32436,20523,1525,3617,68201,5519,2470,3064
18057,Hamilton County,172580,20737158,14268212,540126,1713090,759398,192432,476123,2076078,236687,350982,3458833,25704,12430,17798
18059,Hancock County,40950,2991945,2218224,59381,108785,204259,47665,109027,147688,19805,29344,330733,8555,4180,5540
18061,Harrison County,19510,1110607,835015,26351,26011,89189,31403,44868,36945,4515,6450,103774,5817,2770,3563
18063,Hendricks County,89670,6568118,4926698,144849,247626,428082,97468,220086,311430,50023,81231,743792,19895,9270,13927
18065,Henry County,24510,1151093,819843,27612,35065,106876,30541,51225,36292,3156,5704,103725,8249,3770,4698
18067,Howard County,43080,2232965,1546943,42867,52536,249232,88205,119314,58980,6655,21734,205302,16621,7190,8943
18069,Huntington County,18380,958314,705413,19526,27317,69371,24706,42300,42820,2737,6640,89354,5590,2620,3585
18071,Jackson County,22370,1240376,942294,17939,31835,84369,37743,42327,47296,3618,8350,117578,6865,3230,4965
18073,Jasper County,16520,980937,676143,16912,39351,78278,22926,43408,49263,4683,11218,97436,4704,2120,3000
18075,Jay County,9510,415174,303286,17467,11978,33021,13199,17254,20663,581,1327,35106,3499,1600,2284
18077,Jefferson County,15590,826683,576419,19380,19345,80963,23555,37475,48912,2176,6011,82609,5333,2530,3169
18079,Jennings County,13480,630928,488289,9683,9804,50550,24521,22155,20811,1304,2062,52044,5670,2510,3436
18081,Johnson County,81000,5706054,4104643,158481,221029,368535,101056,198988,357861,37652,58539,666231,22418,10250,14785
18083,Knox County,17360,895435,634984,24365,32819,69075,20008,39981,37846,2108,6625,86222,6293,3030,3484
18085,Kosciusko County,40240,2555400,1776489,61252,164808,138414,50639,94381,149400,12851,29405,287623,12059,5440,8785
18087,LaGrange County,18280,1075716,758979,68995,34908,40968,28494,29646,88688,3723,6756,97637,4051,1830,5715
18089,Lake County,243380,14273747,10257903,279473,515540,1202677,477826,571771,614341,101105,125185,1579655,107840,43100,53132
18091,LaPorte County,56560,2938525,2047888,63897,95075,263425,93965,139524,109152,13641,18375,300441,22463,9380,11850
18093,Lawrence County,22520,1145403,839425,20603,23801,126175,28701,49031,44248,3958,7370,102273,7922,3560,4458
18095,Madison County,65240,3181917,2253385,71544,80711,291294,95178,144375,126686,9905,19137,308485,26406,11680,14499
18097,Marion County,489940,27686799,20602454,700829,1634646,1503646,733739,761204,1327987,172040,411994,3352053,246281,100890,143288
18099,Marshall County,22790,1330291,900754,29516,42804,80866,30653,49998,77798,4127,11304,145151,7277,3230,5233
18101,Martin County,4870,252624,179471,6341,5163,30790,4002,10004,6006,375,713,21880,1545,680,976
18103,Miami County,17100,747137,534716,14114,18441,78053,28034,36682,14072,1131,3947,60406,6831,2980,3928
18105,Monroe County,60110,4052829,2723017,110787,270085,290928,64320,159454,232694,25171,54790,512121,13987,7450,7858
18107,Montgomery County,18940,990137,726380,19017,28921,80372,19324,44325,30300,2488,5097,89351,6101,2850,3982
18109,Morgan County,36210,2210777,1618933,51866,71612,191714,39077,95630,80804,11893,14888,224599,10657,4900,6424
18111,Newton County,7000,362359,264786,6879,6822,34056,9856,16479,8468,1283,821,32698,2297,1040,1429
18113,Noble County,23200,1218712,913569,28115,28130,77622,43626,44682,50860,3253,6059,106772,7492,3380,5600
18115,Ohio County,2930,165100,120844,2707,2315,16888,5085,6858,5670,547,356,15685,806,380,441
18117,Orange County,9250,418605,296993,9968,10011,39365,21430,17767,9818,694,1357,36700,3939,1810,2196
18119,Owen County,10270,503478,365783,15386,9694,50534,11728,22098,16046,1399,2096,42702,3943,1730,2313
18121,Parke County,7580,374999,236047,17449,15170,35048,7345,17972,31929,822,2063,34446,2591,1180,1465
18123,Perry County,9510,440481,313908,9713,8545,45220,15135,20060,13362,863,780,38536,2885,1350,1629
18125,Pike County,5830,306058,228745,5655,4142,29219,7064,13741,4920,450,615,25204,1710,830,1086
18127,Porter County,87800,6493434,4490112,166143,310093,518788,151439,276024,328070,48784,53887,805007,21139,9840,11577
18129,Posey County,12530,856113,582266,13900,31602,66444,12188,40295,36054,2240,4479,94398,2846,1340,1915
18131,Pulaski County,6110,308531,209621,6099,9037,22950,8171,15280,13704,569,2144,27755,2285,1020,1376
18133,Putnam County,17940,946604,703637,21646,24448,81929,20346,39579,34162,3849,5008,89690,4805,2360,2963
18135,Randolph County,11970,543719,396037,13200,12087,45171,15238,24804,9375,450,1865,46157,4567,2030,2709
18137,Ripley County,14390,820262,601106,16897,29177,59774,19016,31697,42961,2335,3794,82012,4562,2080,2834
18139,Rush County,8330,426977,301952,13696,11402,33150,12004,18307,19610,840,1543,39266,2779,1310,1763
18141,St. Joseph County,132470,7793998,5528780,187308,336265,445647,217774,278575,479500,35695,94343,887535,56082,23210,31114
18143,Scott County,11380,531529,407628,9908,10501,46239,20599,20723,10034,1376,1886,42836,4594,2150,2589
18145,Shelby County,22590,1286074,921823,29121,47639,92026,36927,51376,68821,4519,9748,127018,7197,3340,4473
18147,Spencer County,9970,557871,413430,12116,10477,46560,13216,24220,10459,1058,2157,52417,2588,1230,1718
18149,Starke County,11150,521450,378084,11287,11528,50144,17258,25122,11563,1270,1674,44031,4410,1990,2502
